Summary
[Data Information]
Data is:,Measurement Data
411.0,-0.015
412.0,-0.015
413.0,-0.015
414.0,-0.014
415.0,-0.014
416.0,-0.014
417.0,-0.014
418.0,-0.014
419.0,-0.014
420.0,-0.014
421.0,-0.014
422.0,-0.014
423.0,-0.013
424.0,-0.013
425.0,-0.013
426.0,-0.013
427.0,-0.013
428.0,-0.013
429.0,-0.013
430.0,-0.013
431.0,-0.013
432.0,-0.012
433.0,-0.012
434.0,-0.012
435.0,-0.012
436.0,-0.012
437.0,-0.012
438.0,-0.012
439.0,-0.012
440.0,-0.012
441.0,-0.012
442.0,-0.012
443.0,-0.011
444.0,-0.011
445.0,-0.011
446.0,-0.011
447.0,-0.011
448.0,-0.011
449.0,-0.011
450.0,-0.011
451.0,-0.011
452.0,-0.011
453.0,-0.011
454.0,-0.011
455.0,-0.010
456.0,-0.010
457.0,-0.010
458.0,-0.010
459.0,-0.010
460.0,-0.010
461.0,-0.010
462.0,-0.010
463.0,-0.010
464.0,-0.010
465.0,-0.010
466.0,-0.010
467.0,-0.010
468.0,-0.010
469.0,-0.010
470.0,-0.010
471.0,-0.009
472.0,-0.009
473.0,-0.009
474.0,-0.009
475.0,-0.009
476.0,-0.009
477.0,-0.009
478.0,-0.009
479.0,-0.009
480.0,-0.009
481.0,-0.009
482.0,-0.009
483.0,-0.009
484.0,-0.009
485.0,-0.009
486.0,-0.009
487.0,-0.009
488.0,-0.008
489.0,-0.008
490.0,-0.008
491.0,-0.008
492.0,-0.008
493.0,-0.008
494.0,-0.008
495.0,-0.008
496.0,-0.008
497.0,-0.008
498.0,-0.008
499.0,-0.008
500.0,-0.008
501.0,-0.008
502.0,-0.008
503.0,-0.008
504.0,-0.008
505.0,-0.008
506.0,-0.008
507.0,-0.008
508.0,-0.008
509.0,-0.008
510.0,-0.008
511.0,-0.007
512.0,-0.007
513.0,-0.007
514.0,-0.007
515.0,-0.007
516.0,-0.007
517.0,-0.007
518.0,-0.007
519.0,-0.007
520.0,-0.007
521.0,-0.007
522.0,-0.007
523.0,-0.007
524.0,-0.007
525.0,-0.007
526.0,-0.007
527.0,-0.007
528.0,-0.007
529.0,-0.007
530.0,-0.007
531.0,-0.007
532.0,-0.007
533.0,-0.007
534.0,-0.007
535.0,-0.007
536.0,-0.007
537.0,-0.007
538.0,-0.006
539.0,-0.006
540.0,-0.006
541.0,-0.006
542.0,-0.006
543.0,-0.006
544.0,-0.006
545.0,-0.006
546.0,-0.006
547.0,-0.006
548.0,-0.006
549.0,-0.006
550.0,-0.006
551.0,-0.006
552.0,-0.006
553.0,-0.006
554.0,-0.006
555.0,-0.006
556.0,-0.006
557.0,-0.006
558.0,-0.006
559.0,-0.006
560.0,-0.006
561.0,-0.006
562.0,-0.006
563.0,-0.006
564.0,-0.006
565.0,-0.006
566.0,-0.006
567.0,-0.006
568.0,-0.006
569.0,-0.006
570.0,-0.006
571.0,-0.006
572.0,-0.006
573.0,-0.006
574.0,-0.006
575.0,-0.006
576.0,-0.006
577.0,-0.006
578.0,-0.006
579.0,-0.006
580.0,-0.006
581.0,-0.006
582.0,-0.006
583.0,-0.006
584.0,-0.006
585.0,-0.006
586.0,-0.006
587.0,-0.005
588.0,-0.005
589.0,-0.005
590.0,-0.005
591.0,-0.005
592.0,-0.005
593.0,-0.005
594.0,-0.005
595.0,-0.005
596.0,-0.005
597.0,-0.005
598.0,-0.005
599.0,-0.005
600.0,-0.005
601.0,-0.005
602.0,-0.005
603.0,-0.005
604.0,-0.005
605.0,-0.005
606.0,-0.005
607.0,-0.005
608.0,-0.005
609.0,-0.005
610.0,-0.005
611.0,-0.005
612.0,-0.005
613.0,-0.005
614.0,-0.005
615.0,-0.005
616.0,-0.005
617.0,-0.005
618.0,-0.005
619.0,-0.005
620.0,-0.005
621.0,-0.005
622.0,-0.005
623.0,-0.005
624.0,-0.005
625.0,-0.005
626.0,-0.005
627.0,-0.005
628.0,-0.005
629.0,-0.005
630.0,-0.005
631.0,-0.005
632.0,-0.005
633.0,-0.005
634.0,-0.005
635.0,-0.005
636.0,-0.005
637.0,-0.005
638.0,-0.005
639.0,-0.005
640.0,-0.005
641.0,-0.005
642.0,-0.005
643.0,-0.005
644.0,-0.005
645.0,-0.005
646.0,-0.005
647.0,-0.005
648.0,-0.005
649.0,-0.005
650.0,-0.005
651.0,-0.005
652.0,-0.005
653.0,-0.005
654.0,-0.004
655.0,-0.004
656.0,-0.004
657.0,-0.004
658.0,-0.004
659.0,-0.004
660.0,-0.004
661.0,-0.004
662.0,-0.004
663.0,-0.004
664.0,-0.004
665.0,-0.004
